1;Atlanta United FC;Montreal Impact;Mercedes-Benz Stadium;MLS-MAT-0005TM;en es
19;Colorado Rapids;Orlando City SC;Dick's Sporting Goods Park;MLS-MAT-00060X;en es
19;Columbus Crew Sc;Vancouver Whitecaps FC;Lower.com Field;MLS-MAT-00060P;en
19;Houston Dynamo FC;Montreal Impact;Shell Energy Stadium;MLS-MAT-00060U;en es
19;Sporting Kansas City;FC Dallas;Children's Mercy Park;MLS-MAT-00060V;en es
19;Los Angeles FC;Toronto FC;BMO Stadium;MLS-MAT-00060M;en es
19;Minnesota United FC;San Diego FC;Allianz Field;MLS-MAT-00060W;en es
19;New England Revolution;FC Cincinnati;Gillette Stadium;MLS-MAT-00060Q;en
19;New York City FC;Atlanta United FC;Yankee Stadium;MLS-MAT-00060L;en es
19;Philadelphia Union;Charlotte FC;Subaru Park;MLS-MAT-00060R;en
19;Portland Timbers;San Jose Earthquakes;Providence Park;MLS-MAT-00060N;en es
19;Real Salt Lake;D.C. United;America First Field;MLS-MAT-00060Y;en es
19;St. Louis City SC;LA Galaxy;Energizer Park;MLS-MAT-00060O;en es
20;Chicago Fire FC;Philadelphia Union;Soldier Field;MLS-MAT-000613;en es
20;Colorado Rapids;LA Galaxy;Dick's Sporting Goods Park;MLS-MAT-000618;en es
20;Columbus Crew Sc;Atlanta United FC;Lower.com Field;MLS-MAT-00060Z;en
20;FC Dallas;San Jose Earthquakes;Toyota Stadium;MLS-MAT-000614;en
20;Sporting Kansas City;Charlotte FC;Children's Mercy Park;MLS-MAT-000615;en es
20;Minnesota United FC;Houston Dynamo FC;Allianz Field;MLS-MAT-000616;en es
20;Montreal Impact;FC Cincinnati;Saputo Stadium;MLS-MAT-000610;en fr
20;New England Revolution;Nashville SC;Gillette Stadium;MLS-MAT-000611;en
20;Real Salt Lake;Los Angeles FC;America First Field;MLS-MAT-000619;en es
20;St. Louis City SC;Orlando City SC;Energizer Park;MLS-MAT-000617;en es
20;Toronto FC;New York Red Bulls;BMO Field;MLS-MAT-000612;en
20;Vancouver Whitecaps FC;San Diego FC;BC Place;MLS-MAT-00061A;en
21;Chicago Fire FC;Charlotte FC;Soldier Field;MLS-MAT-00061I;en es
21;Columbus Crew Sc;Philadelphia Union;Lower.com Field;MLS-MAT-00061P;en
21;D.C. United;Nashville SC;Audi Field;MLS-MAT-00061B;en es
21;FC Dallas;San Diego FC;Toyota Stadium;MLS-MAT-00061J;en
21;Sporting Kansas City;Real Salt Lake;Children's Mercy Park;MLS-MAT-00061K;en es
21;Los Angeles FC;Vancouver Whitecaps FC;BMO Stadium;MLS-MAT-00061M;en es
21;Inter Miami CF;Atlanta United FC;Chase Stadium;MLS-MAT-00061C;en es
21;Montreal Impact;New York City FC;Saputo Stadium;MLS-MAT-00061D;en fr
21;New England Revolution;Colorado Rapids;Gillette Stadium;MLS-MAT-00061E;en
21;New York Red Bulls;Minnesota United FC;Sports Illustrated Stadium;MLS-MAT-00061F;en es
21;Orlando City SC;FC Cincinnati;Inter&Co Stadium;MLS-MAT-00061G;en
21;San Jose Earthquakes;LA Galaxy;Stanford Stadium;MLS-MAT-00061N;en es
21;Seattle Sounders FC;Austin FC;Lumen Field;MLS-MAT-00061O;en
21;St. Louis City SC;Houston Dynamo FC;Energizer Park;MLS-MAT-00061L;en es
21;Toronto FC;Portland Timbers;BMO Field;MLS-MAT-00061H;en
22;Austin FC;Los Angeles FC;Q2 Stadium;MLS-MAT-00061Y;en es
22;Charlotte FC;Orlando City SC;Bank of America Stadium;MLS-MAT-00061U;en es
22;FC Cincinnati;Chicago Fire FC;TQL Stadium;MLS-MAT-00061V;en es
22;Colorado Rapids;Sporting Kansas City;Dick's Sporting Goods Park;MLS-MAT-00061S;en es
22;D.C. United;Atlanta United FC;Audi Field;MLS-MAT-00061W;en es
22;FC Dallas;Minnesota United FC;Toyota Stadium;MLS-MAT-00061R;en
22;LA Galaxy;Vancouver Whitecaps FC;Dignity Health Sports Park;MLS-MAT-00061T;en es
22;Montreal Impact;Inter Miami CF;Saputo Stadium;MLS-MAT-00061X;en fr
22;Nashville SC;Philadelphia Union;Geodis Park;MLS-MAT-00061Z;en
22;New York City FC;Toronto FC;Yankee Stadium;MLS-MAT-00061Q;en es
22;Portland Timbers;New England Revolution;Providence Park;MLS-MAT-000621;en es
22;Real Salt Lake;St. Louis City SC;America First Field;MLS-MAT-000620;en es
22;San Diego FC;Houston Dynamo FC;Snapdragon Stadium;MLS-MAT-000622;en es
22;San Jose Earthquakes;New York Red Bulls;PayPal Park;MLS-MAT-000623;en es
22;Seattle Sounders FC;Columbus Crew Sc;Lumen Field;MLS-MAT-000624;en
23;Austin FC;New England Revolution;Q2 Stadium;MLS-MAT-00062B;en es
23;Charlotte FC;New York City FC;Bank of America Stadium;MLS-MAT-000625;en es
23;Chicago Fire FC;San Diego FC;Soldier Field;MLS-MAT-00062C;en es
23;FC Cincinnati;Columbus Crew Sc;TQL Stadium;MLS-MAT-000626;en es
23;Colorado Rapids;Vancouver Whitecaps FC;Dick's Sporting Goods Park;MLS-MAT-00062F;en es
23;Sporting Kansas City;Seattle Sounders FC;Children's Mercy Park;MLS-MAT-00062D;en es
23;LA Galaxy;D.C. United;Dignity Health Sports Park;MLS-MAT-00062H;en es
23;Los Angeles FC;FC Dallas;BMO Stadium;MLS-MAT-00062I;en es
23;Inter Miami CF;Nashville SC;Chase Stadium;MLS-MAT-000627;en es
23;Minnesota United FC;San Jose Earthquakes;Allianz Field;MLS-MAT-00062E;en es
23;Orlando City SC;Montreal Impact;Inter&Co Stadium;MLS-MAT-000628;en
23;Philadelphia Union;New York Red Bulls;Subaru Park;MLS-MAT-000629;en
23;Real Salt Lake;Houston Dynamo FC;America First Field;MLS-MAT-00062G;en es
23;St. Louis City SC;Portland Timbers;Energizer Park;MLS-MAT-00062J;en es
23;Toronto FC;Atlanta United FC;BMO Field;MLS-MAT-00062A;en
24;Atlanta United FC;Chicago Fire FC;Mercedes-Benz Stadium;MLS-MAT-00062K;en es
24;Charlotte FC;D.C. United;Bank of America Stadium;MLS-MAT-00062L;en es
24;FC Cincinnati;Inter Miami CF;TQL Stadium;MLS-MAT-00062M;en es
24;Houston Dynamo FC;Vancouver Whitecaps FC;Shell Energy Stadium;MLS-MAT-00062Q;en es
24;LA Galaxy;Austin FC;Dignity Health Sports Park;MLS-MAT-00062U;en es
24;Minnesota United FC;Los Angeles FC;Allianz Field;MLS-MAT-00062R;en es
24;Nashville SC;Columbus Crew Sc;Geodis Park;MLS-MAT-00062S;en
24;New York Red Bulls;New England Revolution;Sports Illustrated Stadium;MLS-MAT-00062N;en es
24;Orlando City SC;New York City FC;Inter&Co Stadium;MLS-MAT-00062O;en
24;Philadelphia Union;Montreal Impact;Subaru Park;MLS-MAT-00062P;en
24;Portland Timbers;Real Salt Lake;Providence Park;MLS-MAT-00062V;en es
24;San Diego FC;Toronto FC;Snapdragon Stadium;MLS-MAT-00062W;en es
24;San Jose Earthquakes;FC Dallas;PayPal Park;MLS-MAT-00062X;en es
24;Seattle Sounders FC;Colorado Rapids;Lumen Field;MLS-MAT-00062T;en
25;Atlanta United FC;Charlotte FC;Mercedes-Benz Stadium;MLS-MAT-00062Y;en es
25;Colorado Rapids;Austin FC;Dick's Sporting Goods Park;MLS-MAT-000638;en es
25;Columbus Crew Sc;D.C. United;Lower.com Field;MLS-MAT-00062Z;en
25;FC Dallas;St. Louis City SC;Toyota Stadium;MLS-MAT-000633;en
25;Houston Dynamo FC;Philadelphia Union;Shell Energy Stadium;MLS-MAT-000634;en es
25;Sporting Kansas City;New York City FC;Children's Mercy Park;MLS-MAT-000635;en es
25;Los Angeles FC;LA Galaxy;BMO Stadium;MLS-MAT-00063A;en es
25;Montreal Impact;Chicago Fire FC;Saputo Stadium;MLS-MAT-000630;en fr
25;Nashville SC;Toronto FC;Geodis Park;MLS-MAT-000636;en
25;New England Revolution;Orlando City SC;Gillette Stadium;MLS-MAT-000631;en
25;New York Red Bulls;Inter Miami CF;Sports Illustrated Stadium;MLS-MAT-000632;en es
25;Portland Timbers;Minnesota United FC;Providence Park;MLS-MAT-00063B;en es
25;Real Salt Lake;FC Cincinnati;America First Field;MLS-MAT-000639;en es
25;San Diego FC;Vancouver Whitecaps FC;Snapdragon Stadium;MLS-MAT-00063C;en es
25;Seattle Sounders FC;San Jose Earthquakes;Lumen Field;MLS-MAT-000637;en
26;Atlanta United FC;Seattle Sounders FC;Mercedes-Benz Stadium;MLS-MAT-00063E;en es
26;Charlotte FC;Toronto FC;Bank of America Stadium;MLS-MAT-00063F;en es
26;Chicago Fire FC;New York Red Bulls;Soldier Field;MLS-MAT-00063K;en es
26;Columbus Crew Sc;Orlando City SC;Lower.com Field;MLS-MAT-00063G;en
26;D.C. United;Austin FC;Audi Field;MLS-MAT-00063H;en es
26;FC Dallas;New York City FC;Toyota Stadium;MLS-MAT-00063L;en
26;Houston Dynamo FC;LA Galaxy;Shell Energy Stadium;MLS-MAT-00063M;en es
26;Los Angeles FC;Portland Timbers;BMO Stadium;MLS-MAT-00063P;en es
26;Inter Miami CF;FC Cincinnati;Chase Stadium;MLS-MAT-00063D;en es
26;New England Revolution;Montreal Impact;Gillette Stadium;MLS-MAT-00063I;en
26;Philadelphia Union;Colorado Rapids;Subaru Park;MLS-MAT-00063J;en
26;Real Salt Lake;San Jose Earthquakes;America First Field;MLS-MAT-00063O;en es
26;San Diego FC;Nashville SC;Snapdragon Stadium;MLS-MAT-00063Q;en es
26;St. Louis City SC;Minnesota United FC;Energizer Park;MLS-MAT-00063N;en es
26;Vancouver Whitecaps FC;Sporting Kansas City;BC Place;MLS-MAT-00063R;en
27;Austin FC;Houston Dynamo FC;Q2 Stadium;MLS-MAT-00063Y;en es
27;Chicago Fire FC;Los Angeles FC;Soldier Field;MLS-MAT-00063Z;en es
27;FC Cincinnati;Charlotte FC;TQL Stadium;MLS-MAT-00063S;en es
27;FC Dallas;Portland Timbers;Toyota Stadium;MLS-MAT-000640;en
27;Sporting Kansas City;San Diego FC;Children's Mercy Park;MLS-MAT-000641;en es
27;LA Galaxy;Seattle Sounders FC;Dignity Health Sports Park;MLS-MAT-000646;en es
27;Minnesota United FC;Colorado Rapids;Allianz Field;MLS-MAT-000642;en es
27;Montreal Impact;Atlanta United FC;Saputo Stadium;MLS-MAT-00063T;en fr
27;New England Revolution;D.C. United;Gillette Stadium;MLS-MAT-00063U;en
27;New York Red Bulls;Real Salt Lake;Sports Illustrated Stadium;MLS-MAT-00063W;en es
27;New York City FC;Columbus Crew Sc;Citi Field;MLS-MAT-00063V;en es
27;Orlando City SC;Inter Miami CF;Inter&Co Stadium;MLS-MAT-000645;en
27;Philadelphia Union;Toronto FC;Subaru Park;MLS-MAT-00063X;en
27;San Jose Earthquakes;Vancouver Whitecaps FC;PayPal Park;MLS-MAT-000644;en es
27;St. Louis City SC;Nashville SC;Energizer Park;MLS-MAT-000643;en es
29;Austin FC;FC Dallas;Q2 Stadium;MLS-MAT-00064E;en es
29;Charlotte FC;Real Salt Lake;Bank of America Stadium;MLS-MAT-000647;en es
29;Chicago Fire FC;St. Louis City SC;Mobile Rack;MLS-MAT-00064F;en es
29;Colorado Rapids;Atlanta United FC;Dick's Sporting Goods Park;MLS-MAT-00064H;en es
29;Inter Miami CF;LA Galaxy;Chase Stadium;MLS-MAT-000648;en es
29;Minnesota United FC;Seattle Sounders FC;Allianz Field;MLS-MAT-00064G;en es
29;Montreal Impact;D.C. United;Saputo Stadium;MLS-MAT-000649;en fr
29;New England Revolution;Los Angeles FC;Gillette Stadium;MLS-MAT-00064A;en
29;New York Red Bulls;Philadelphia Union;Sports Illustrated Stadium;MLS-MAT-00064B;en es
29;New York City FC;Nashville SC;Yankee Stadium;MLS-MAT-00064J;en es
29;Orlando City SC;Sporting Kansas City;Inter&Co Stadium;MLS-MAT-00064C;en
29;Portland Timbers;FC Cincinnati;Providence Park;MLS-MAT-00064I;en es
29;San Jose Earthquakes;San Diego FC;PayPal Park;MLS-MAT-00064L;en es
29;Toronto FC;Columbus Crew Sc;BMO Field;MLS-MAT-00064D;en
29;Vancouver Whitecaps FC;Houston Dynamo FC;BC Place;MLS-MAT-00064K;en
30;Atlanta United FC;Toronto FC;Mercedes-Benz Stadium;MLS-MAT-00064Y;en es
30;Charlotte FC;New York Red Bulls;Bank of America Stadium;MLS-MAT-00064Z;en es
30;FC Cincinnati;New York City FC;TQL Stadium;MLS-MAT-00064M;en es
30;Columbus Crew Sc;New England Revolution;Lower.com Field;MLS-MAT-00064N;en
30;D.C. United;Inter Miami CF;Audi Field;MLS-MAT-00064O;en es
30;FC Dallas;Los Angeles FC;Toyota Stadium;MLS-MAT-00064R;en
30;Houston Dynamo FC;San Jose Earthquakes;Shell Energy Stadium;MLS-MAT-00064S;en es
30;LA Galaxy;Colorado Rapids;Dignity Health Sports Park;MLS-MAT-00064V;en es
30;Montreal Impact;Austin FC;Saputo Stadium;MLS-MAT-00064P;en fr
30;Nashville SC;Orlando City SC;Geodis Park;MLS-MAT-00064T;en
30;Philadelphia Union;Chicago Fire FC;Subaru Park;MLS-MAT-00064Q;en
30;Real Salt Lake;Minnesota United FC;America First Field;MLS-MAT-00064U;en es
30;San Diego FC;Portland Timbers;Snapdragon Stadium;MLS-MAT-00064W;en es
30;Seattle Sounders FC;Sporting Kansas City;Lumen Field;MLS-MAT-000650;en
30;Vancouver Whitecaps FC;St. Louis City SC;BC Place;MLS-MAT-00064X;en
31;Austin FC;San Jose Earthquakes;Q2 Stadium;MLS-MAT-000658;en es
31;FC Cincinnati;Philadelphia Union;TQL Stadium;MLS-MAT-000651;en es
31;Houston Dynamo FC;St. Louis City SC;Shell Energy Stadium;MLS-MAT-000659;en es
31;Sporting Kansas City;Colorado Rapids;Children's Mercy Park;MLS-MAT-00065A;en es
31;LA Galaxy;FC Dallas;Dignity Health Sports Park;MLS-MAT-00065D;en es
31;Los Angeles FC;San Diego FC;BMO Stadium;MLS-MAT-00065E;en es
31;Inter Miami CF;Chicago Fire FC;Chase Stadium;MLS-MAT-000652;en es
31;Minnesota United FC;Portland Timbers;Allianz Field;MLS-MAT-00065B;en es
31;Nashville SC;Atlanta United FC;Geodis Park;MLS-MAT-00065C;en
31;New England Revolution;Charlotte FC;Gillette Stadium;MLS-MAT-000653;en
31;New York Red Bulls;Columbus Crew Sc;Sports Illustrated Stadium;MLS-MAT-000655;en es
31;New York City FC;D.C. United;Yankee Stadium;MLS-MAT-000654;en es
31;Orlando City SC;Vancouver Whitecaps FC;Inter&Co Stadium;MLS-MAT-000656;en
31;Seattle Sounders FC;Real Salt Lake;Lumen Field;MLS-MAT-00065F;en
31;Toronto FC;Montreal Impact;BMO Field;MLS-MAT-000657;en
32;Chicago Fire FC;New England Revolution;Mobile Rack 129;MLS-MAT-00065G;en es
32;Sporting Kansas City;Austin FC;Children's Mercy Park;MLS-MAT-00065I;en es
32;St. Louis City SC;FC Dallas;Energizer Park;MLS-MAT-00065H;en es
33;Atlanta United FC;Columbus Crew Sc;Mercedes-Benz Stadium;MLS-MAT-00065J;en es
33;Charlotte FC;Inter Miami CF;Bank of America Stadium;MLS-MAT-00065K;en es
33;Chicago Fire FC;New York City FC;Soldier Field;MLS-MAT-00065P;en es
33;FC Cincinnati;Nashville SC;TQL Stadium;MLS-MAT-00065L;en es
33;Colorado Rapids;Houston Dynamo FC;Dick's Sporting Goods Park;MLS-MAT-00065S;en es
33;D.C. United;Orlando City SC;Audi Field;MLS-MAT-00065M;en es
33;FC Dallas;Austin FC;Toyota Stadium;MLS-MAT-00065Q;en
33;Montreal Impact;St. Louis City SC;Saputo Stadium;MLS-MAT-00065N;en fr
33;New England Revolution;Toronto FC;Gillette Stadium;MLS-MAT-00065O;en
33;Portland Timbers;New York Red Bulls;Providence Park;MLS-MAT-00065U;en es
33;Real Salt Lake;Sporting Kansas City;America First Field;MLS-MAT-00065T;en es
33;San Diego FC;Minnesota United FC;Snapdragon Stadium;MLS-MAT-00065V;en es
33;San Jose Earthquakes;Los Angeles FC;Levi's Stadium;MLS-MAT-00065W;en es
33;Seattle Sounders FC;LA Galaxy;Lumen Field;MLS-MAT-00065R;en
33;Vancouver Whitecaps FC;Philadelphia Union;BC Place;MLS-MAT-00065X;en
34;Inter Miami CF;Seattle Sounders FC;Chase Stadium;MLS-MAT-00065Y;en es
34;New York City FC;Charlotte FC;Yankee Stadium;MLS-MAT-00065Z;en es
35;Atlanta United FC;San Diego FC;Mercedes-Benz Stadium;MLS-MAT-000661;en es
35;Austin FC;Seattle Sounders FC;Q2 Stadium;MLS-MAT-000666;en es
35;Columbus Crew Sc;Toronto FC;Lower.com Field;MLS-MAT-000662;en
35;FC Dallas;Colorado Rapids;Toyota Stadium;MLS-MAT-000667;en
35;Houston Dynamo FC;Portland Timbers;Shell Energy Stadium;MLS-MAT-000668;en es
35;Sporting Kansas City;Vancouver Whitecaps FC;Children's Mercy Park;MLS-MAT-000669;en es
35;LA Galaxy;FC Cincinnati;Dignity Health Sports Park;MLS-MAT-00066B;en es
35;Los Angeles FC;Real Salt Lake;BMO Stadium;MLS-MAT-00066D;en es
35;Inter Miami CF;D.C. United;Chase Stadium;MLS-MAT-000663;en es
35;Minnesota United FC;Chicago Fire FC;Allianz Field;MLS-MAT-00066A;en es
35;Montreal Impact;New York Red Bulls;Saputo Stadium;MLS-MAT-000664;en fr
35;Orlando City SC;Nashville SC;Inter&Co Stadium;MLS-MAT-000665;en
35;Philadelphia Union;New England Revolution;Subaru Park;MLS-MAT-000660;en
35;San Jose Earthquakes;St. Louis City SC;PayPal Park;MLS-MAT-00066C;en es
36;New York City FC;Inter Miami CF;Citi Field;MLS-MAT-00066E;en es
37;Charlotte FC;Montreal Impact;Bank of America Stadium;MLS-MAT-00066H;en es
37;Chicago Fire FC;Columbus Crew Sc;Soldier Field;MLS-MAT-00066L;en es
37;FC Cincinnati;Orlando City SC;TQL Stadium;MLS-MAT-00066F;en es
37;Colorado Rapids;Minnesota United FC;Dick's Sporting Goods Park;MLS-MAT-00066O;en es
37;D.C. United;Philadelphia Union;Audi Field;MLS-MAT-00066I;en es
37;LA Galaxy;Sporting Kansas City;Dignity Health Sports Park;MLS-MAT-00066Q;en es
37;Nashville SC;Houston Dynamo FC;Geodis Park;MLS-MAT-00066M;en
37;New England Revolution;Atlanta United FC;Gillette Stadium;MLS-MAT-00066J;en
37;New York Red Bulls;New York City FC FC;Sports Illustrated Stadium;MLS-MAT-00066K;en es
37;Portland Timbers;FC Dallas;Providence Park;MLS-MAT-00066R;en es
37;Real Salt Lake;Austin FC;America First Field;MLS-MAT-00066P;en es
37;San Diego FC;San Jose Earthquakes;Snapdragon Stadium;MLS-MAT-00066S;en es
37;Seattle Sounders FC;Vancouver Whitecaps FC;Lumen Field;MLS-MAT-00066T;en
37;St. Louis City SC;Los Angeles FC;Energizer Park;MLS-MAT-00066N;en es
37;Toronto FC;Inter Miami CF;BMO Field;MLS-MAT-00066G;en
38;Austin FC;St. Louis City SC;Q2 Stadium;MLS-MAT-000671;en es
38;Chicago Fire FC;Toronto FC;Soldier Field;MLS-MAT-000672;en es
38;D.C. United;Charlotte FC;Audi Field;MLS-MAT-00066U;en es
38;FC Dallas;LA Galaxy;Toyota Stadium;MLS-MAT-00066V;en
38;Houston Dynamo FC;San Diego FC;Shell Energy Stadium;MLS-MAT-000673;en es
38;Los Angeles FC;Atlanta United FC;BMO Stadium;MLS-MAT-000677;en es
38;Inter Miami CF;New England Revolution;Chase Stadium;MLS-MAT-00066W;en es
38;Minnesota United FC;Sporting Kansas City;Allianz Field;MLS-MAT-000674;en es
38;Montreal Impact;Nashville SC;Saputo Stadium;MLS-MAT-00066X;en fr
38;New York Red Bulls;FC Cincinnati;Sports Illustrated Stadium;MLS-MAT-00066Y;en es
38;Orlando City SC;Columbus Crew Sc;Inter&Co Stadium;MLS-MAT-00066Z;en
38;Philadelphia Union;New York City FC;Subaru Park;MLS-MAT-000670;en
38;Real Salt Lake;Colorado Rapids;America First Field;MLS-MAT-000675;en es
38;Seattle Sounders FC;Portland Timbers;Lumen Field;MLS-MAT-000676;en
38;Vancouver Whitecaps FC;San Jose Earthquakes;BC Place;MLS-MAT-000678;en
39;Atlanta United FC;D.C. United;Mercedes-Benz Stadium;MLS-MAT-000679;en es
39;Charlotte FC;Philadelphia Union;Bank of America Stadium;MLS-MAT-00067A;en es
39;FC Cincinnati;Montreal Impact;TQL Stadium;MLS-MAT-00067B;en es
39;Colorado Rapids;Los Angeles FC;Dick's Sporting Goods Park;MLS-MAT-00067H;en es
39;Columbus Crew Sc;New York Red Bulls;Lower.com Field;MLS-MAT-00067C;en
39;Sporting Kansas City;Houston Dynamo FC;Children's Mercy Park;MLS-MAT-00067I;en es
39;LA Galaxy;Minnesota United FC;Dignity Health Sports Park;MLS-MAT-00067J;en es
39;Nashville SC;Inter Miami CF;Geodis Park;MLS-MAT-00067D;en
39;New England Revolution;Chicago Fire FC;Gillette Stadium;MLS-MAT-00067E;en
39;New York City FC;Seattle Sounders FC;TBC;MLS-MAT-00067F;en es
39;Portland Timbers;San Diego FC;Providence Park;MLS-MAT-00067K;en es
39;San Jose Earthquakes;Austin FC;PayPal Park;MLS-MAT-00067L;en es
39;St. Louis City SC;Real Salt Lake;Energizer Park;MLS-MAT-00067M;en es
39;Toronto FC;Orlando City SC;BMO Field;MLS-MAT-00067G;en
39;Vancouver Whitecaps FC;FC Dallas;BC Place;MLS-MAT-00067N;en
100;TBC;TBC;Mobile Rack 129;TBC;en es
100;TBC;TBC;Mobile Rack 132;TBC;en es